0,0.000,0.000,0.500
1,0.000,0.000,0.571
2,0.000,0.000,0.643
3,0.000,0.000,0.714
4,0.000,0.000,0.785
5,0.000,0.000,0.857
6,0.000,0.000,0.928
7,0.000,0.000,0.999
8,0.000,0.002,1.000
9,0.000,0.065,1.000
10,0.000,0.127,1.000
11,0.000,0.190,1.000
12,0.000,0.253,1.000
13,0.000,0.316,1.000
14,0.000,0.378,1.000
15,0.000,0.441,1.000
16,0.000,0.520,1.000
17,0.000,0.582,1.000
18,0.000,0.645,1.000
19,0.000,0.708,1.000
20,0.000,0.771,1.000
21,0.000,0.833,1.000
22,0.000,0.896,0.971
23,0.047,0.959,0.920
24,0.098,1.000,0.870
25,0.149,1.000,0.819
26,0.199,1.000,0.769
27,0.250,1.000,0.718
28,0.300,1.000,0.667
29,0.351,1.000,0.617
30,0.402,1.000,0.566
31,0.452,1.000,0.515
32,0.515,1.000,0.452
33,0.566,1.000,0.402
34,0.617,1.000,0.351
35,0.667,1.000,0.300
36,0.718,1.000,0.250
37,0.769,1.000,0.199
38,0.819,1.000,0.149
39,0.870,1.000,0.098
40,0.920,1.000,0.047
41,0.971,0.959,0.000
42,1.000,0.901,0.000
43,1.000,0.843,0.000
44,1.000,0.785,0.000
45,1.000,0.727,0.000
46,1.000,0.669,0.000
47,1.000,0.611,0.000
48,1.000,0.538,0.000
49,1.000,0.480,0.000
50,1.000,0.422,0.000
51,1.000,0.364,0.000
52,1.000,0.306,0.000
53,1.000,0.248,0.000
54,1.000,0.190,0.000
55,1.000,0.131,0.000
56,0.999,0.073,0.000
57,0.928,0.015,0.000
58,0.857,0.000,0.000
59,0.785,0.000,0.000
60,0.714,0.000,0.000
61,0.643,0.000,0.000
62,0.571,0.000,0.000
63,0.500,0.000,0.000
